時間帯,年齢,性別,来場者数
2019-12-04 12:00:00,30代,男性,1
2019-12-04 12:00:00,60代,女性,2
2019-12-04 12:00:00,70代以上,女性,1
2019-12-04 12:00:00,70代以上,男性,1
2019-12-05 09:00:00,70代以上,女性,1
2019-12-05 10:00:00,30代,女性,1
2019-12-05 10:00:00,40代,女性,2
2019-12-05 10:00:00,70代以上,男性,1
2019-12-05 12:00:00,30代,女性,1
2019-12-05 13:00:00,20代,女性,1
2019-12-05 13:00:00,40代,男性,1
2019-12-05 14:00:00,60代,女性,2
2019-12-06 09:00:00,40代,女性,1
2019-12-06 09:00:00,50代,女性,1
2019-12-06 10:00:00,50代,女性,1
2019-12-06 10:00:00,50代,男性,1
2019-12-06 10:00:00,60代,女性,1
2019-12-06 12:00:00,30代,女性,1
2019-12-06 12:00:00,30代,男性,1
2019-12-06 12:00:00,40代,女性,1
2019-12-06 12:00:00,50代,女性,1
2019-12-06 12:00:00,60代,女性,1
2019-12-06 13:00:00,50代,女性,1
2019-12-07 09:00:00,50代,男性,1
2019-12-07 10:00:00,30代,女性,1
2019-12-07 10:00:00,60代,男性,1
2019-12-07 13:00:00,20代,女性,1
2019-12-07 13:00:00,20代,男性,1
2019-12-07 13:00:00,40代,女性,1
2019-12-07 13:00:00,50代,女性,2
2019-12-07 13:00:00,50代,男性,1
2019-12-08 09:00:00,20代,女性,1
2019-12-08 09:00:00,30代,女性,1
2019-12-08 09:00:00,40代,女性,1
2019-12-08 09:00:00,40代,男性,1
2019-12-08 09:00:00,60代,女性,1
2019-12-08 12:00:00,20代,男性,1
2019-12-08 12:00:00,40代,女性,1
2019-12-08 12:00:00,50代,女性,1
2019-12-08 12:00:00,60代,男性,1
2019-12-08 12:00:00,70代以上,男性,1
2019-12-09 09:00:00,20代,女性,1
2019-12-09 09:00:00,20代,男性,1
2019-12-09 09:00:00,30代,女性,1
2019-12-09 09:00:00,50代,女性,1
2019-12-09 09:00:00,50代,男性,1
2019-12-09 09:00:00,60代,女性,1
2019-12-09 12:00:00,40代,女性,1
2019-12-09 12:00:00,70代以上,男性,1
2019-12-09 13:00:00,20代,女性,1
2019-12-09 13:00:00,30代,女性,1
2019-12-09 13:00:00,70代以上,女性,1
2019-12-10 10:00:00,50代,男性,2
2019-12-10 10:00:00,60代,女性,1
2019-12-10 10:00:00,70代以上,女性,1
2019-12-10 12:00:00,40代,女性,1
2019-12-10 12:00:00,60代,男性,1
2019-12-10 13:00:00,30代,女性,1
2019-12-10 13:00:00,70代以上,女性,1
2019-12-11 09:00:00,60代,女性,1
2019-12-11 10:00:00,50代,女性,1
2019-12-11 10:00:00,50代,男性,1
2019-12-11 10:00:00,60代,男性,1
2019-12-11 12:00:00,60代,男性,1
2019-12-11 12:00:00,70代以上,女性,1
2019-12-11 13:00:00,20代,女性,1
2019-12-11 13:00:00,60代,女性,1
2019-12-12 09:00:00,60代,女性,1
2019-12-12 10:00:00,50代,男性,1
2019-12-12 10:00:00,60代,女性,1
2019-12-12 11:00:00,40代,女性,1
2019-12-12 11:00:00,70代以上,男性,1
2019-12-12 12:00:00,50代,女性,1
2019-12-12 13:00:00,50代,女性,1
2019-12-12 13:00:00,70代以上,女性,1
2019-12-12 15:00:00,70代以上,男性,1
2019-12-12 16:00:00,30代,女性,1
2019-12-13 09:00:00,20代,女性,2
2019-12-13 09:00:00,30代,女性,1
2019-12-13 10:00:00,30代,女性,1
2019-12-13 10:00:00,50代,女性,1
2019-12-13 12:00:00,50代,女性,3
2019-12-13 12:00:00,60代,女性,1
2019-12-13 13:00:00,40代,女性,1
2019-12-14 10:00:00,30代,男性,1
2019-12-14 10:00:00,50代,女性,1
2019-12-14 10:00:00,50代,男性,1
2019-12-14 10:00:00,60代,女性,1
2019-12-14 11:00:00,50代,女性,1
2019-12-14 12:00:00,40代,女性,1
2019-12-14 12:00:00,50代,男性,1
2019-12-14 12:00:00,60代,男性,1
2019-12-14 13:00:00,30代,女性,2
2019-12-14 14:00:00,50代,女性,1
2019-12-15 09:00:00,50代,女性,2
2019-12-15 09:00:00,60代,男性,1
2019-12-15 10:00:00,20代,男性,1
2019-12-15 10:00:00,40代,男性,2
2019-12-15 11:00:00,40代,女性,1
2019-12-15 12:00:00,40代,女性,1
2019-12-15 12:00:00,50代,女性,1
2019-12-15 12:00:00,50代,男性,1
2019-12-15 12:00:00,60代,男性,2
2019-12-16 09:00:00,20代,男性,1
2019-12-16 09:00:00,60代,女性,1
2019-12-16 09:00:00,60代,男性,2
2019-12-16 10:00:00,60代,女性,1
2019-12-16 13:00:00,20代,女性,1
2019-12-16 14:00:00,20代,男性,1
2019-12-16 14:00:00,60代,女性,1
2019-12-16 15:00:00,20代,男性,1
2019-12-17 10:00:00,30代,女性,1
2019-12-17 10:00:00,60代,女性,1
2019-12-17 10:00:00,70代以上,男性,1
2019-12-17 11:00:00,50代,女性,1
2019-12-17 12:00:00,70代以上,女性,1
2019-12-17 14:00:00,20代,男性,1
2019-12-17 14:00:00,50代,女性,1
2019-12-17 15:00:00,50代,女性,1
2019-12-17 15:00:00,70代以上,女性,1
2019-12-18 09:00:00,20代,男性,1
2019-12-18 09:00:00,40代,女性,1
2019-12-18 09:00:00,50代,女性,2
2019-12-18 09:00:00,60代,男性,2
2019-12-18 12:00:00,20代,女性,1
2019-12-18 12:00:00,50代,女性,1
2019-12-18 13:00:00,20代,男性,1
2019-12-18 13:00:00,50代,女性,1
2019-12-18 13:00:00,70代以上,男性,1
2019-12-19 09:00:00,50代,女性,1
2019-12-19 09:00:00,50代,男性,1
2019-12-19 09:00:00,60代,女性,1
2019-12-19 09:00:00,60代,男性,1
2019-12-19 10:00:00,20代,女性,1
2019-12-19 10:00:00,40代,女性,1
2019-12-19 10:00:00,50代,男性,1
2019-12-19 11:00:00,20代,女性,1
2019-12-19 11:00:00,30代,女性,1
2019-12-19 11:00:00,60代,女性,1
2019-12-19 12:00:00,70代以上,男性,1
2019-12-19 13:00:00,30代,女性,3
2019-12-19 13:00:00,50代,女性,1
2019-12-19 13:00:00,60代,男性,1
2019-12-20 09:00:00,40代,女性,1
2019-12-20 10:00:00,20代,女性,1
2019-12-20 10:00:00,20代,男性,2
2019-12-20 10:00:00,40代,女性,1
2019-12-20 12:00:00,40代,女性,1
2019-12-20 12:00:00,50代,女性,1
2019-12-20 12:00:00,60代,女性,1
2019-12-20 12:00:00,70代以上,男性,1
2019-12-20 13:00:00,30代,女性,1
2019-12-21 09:00:00,30代,女性,1
2019-12-21 11:00:00,20代,男性,1
2019-12-21 11:00:00,30代,女性,1
2019-12-21 11:00:00,50代,女性,1
2019-12-21 12:00:00,30代,女性,1
2019-12-21 13:00:00,40代,女性,1
2019-12-21 14:00:00,20代,男性,1
2019-12-21 14:00:00,50代,男性,1
2019-12-22 10:00:00,60代,女性,1
2019-12-22 10:00:00,70代以上,女性,1
2019-12-22 12:00:00,20代,女性,1
2019-12-22 13:00:00,20代,女性,2
2019-12-22 13:00:00,20代,男性,1
2019-12-22 14:00:00,30代,女性,1
2019-12-22 14:00:00,40代,女性,1
2019-12-22 14:00:00,50代,男性,1
2019-12-23 09:00:00,40代,女性,1
2019-12-23 09:00:00,60代,女性,2
2019-12-23 10:00:00,30代,女性,1
2019-12-23 10:00:00,50代,男性,1
2019-12-23 13:00:00,20代,女性,2
2019-12-23 14:00:00,30代,男性,1
2019-12-23 15:00:00,20代,女性,1
2019-12-23 15:00:00,50代,男性,1
2019-12-24 08:00:00,20代,女性,1
2019-12-24 08:00:00,50代,男性,1
2019-12-24 09:00:00,30代,男性,1
2019-12-24 09:00:00,50代,男性,1
2019-12-24 10:00:00,20代,男性,1
2019-12-24 10:00:00,50代,男性,1
2019-12-24 11:00:00,20代,女性,1
2019-12-24 14:00:00,40代,女性,1
2019-12-24 14:00:00,70代以上,女性,1
2019-12-25 09:00:00,60代,女性,1
2019-12-25 10:00:00,20代,男性,1
2019-12-25 11:00:00,20代,女性,1
2019-12-25 11:00:00,50代,女性,1
2019-12-25 11:00:00,70代以上,男性,1
2019-12-25 13:00:00,30代,女性,1
2019-12-25 13:00:00,50代,女性,2
2019-12-25 13:00:00,60代,男性,1
2019-12-25 13:00:00,70代以上,男性,1
2019-12-26 10:00:00,20代,男性,1
2019-12-26 10:00:00,30代,男性,1
2019-12-26 10:00:00,50代,女性,1
2019-12-26 11:00:00,50代,女性,1
2019-12-26 11:00:00,60代,女性,1
2019-12-26 12:00:00,30代,男性,1
2019-12-26 12:00:00,60代,男性,1
2019-12-26 13:00:00,30代,女性,1
2019-12-26 14:00:00,20代,女性,1
2019-12-26 14:00:00,60代,女性,1
2019-12-27 09:00:00,40代,男性,1
2019-12-27 09:00:00,50代,女性,1
2019-12-27 09:00:00,60代,男性,1
2019-12-27 10:00:00,50代,女性,1
2019-12-27 10:00:00,60代,男性,2
2019-12-27 13:00:00,20代,女性,1
2019-12-27 13:00:00,50代,女性,1
2019-12-27 13:00:00,60代,女性,1
2019-12-27 13:00:00,70代以上,女性,1
2019-12-28 09:00:00,30代,女性,1
2019-12-28 09:00:00,30代,男性,1
2019-12-28 09:00:00,60代,男性,3
2019-12-28 12:00:00,30代,女性,1
2019-12-28 12:00:00,40代,女性,1
2019-12-28 12:00:00,50代,女性,1
2019-12-28 12:00:00,50代,男性,1
2019-12-28 14:00:00,30代,女性,1
2019-12-28 14:00:00,50代,女性,1
2019-12-28 14:00:00,50代,男性,1
2019-12-28 14:00:00,60代,男性,1
2020-01-02 09:00:00,30代,男性,2
2020-01-02 09:00:00,40代,女性,3
2020-01-02 09:00:00,40代,男性,1
2020-01-02 09:00:00,50代,男性,2
2020-01-02 09:00:00,60代,男性,2
2020-01-02 10:00:00,20代,女性,2
2020-01-02 10:00:00,30代,女性,1
2020-01-02 10:00:00,30代,男性,1
2020-01-02 10:00:00,50代,女性,1
2020-01-02 10:00:00,50代,男性,2
2020-01-02 10:00:00,60代,女性,1
2020-01-02 12:00:00,30代,女性,1
2020-01-02 12:00:00,50代,女性,1
2020-01-02 12:00:00,50代,男性,2
2020-01-02 12:00:00,60代,女性,1
2020-01-03 09:00:00,20代,男性,1
2020-01-03 09:00:00,40代,男性,1
2020-01-03 09:00:00,50代,男性,1
2020-01-03 09:00:00,60代,女性,1
2020-01-03 09:00:00,60代,男性,1
2020-01-03 12:00:00,30代,女性,1
2020-01-03 12:00:00,40代,男性,1
2020-01-03 12:00:00,50代,男性,1
2020-01-03 12:00:00,60代,女性,2
2020-01-03 12:00:00,60代,男性,1
2020-01-04 09:00:00,50代,女性,1
2020-01-04 09:00:00,60代,女性,1
2020-01-04 09:00:00,60代,男性,1
2020-01-04 10:00:00,30代,女性,1
2020-01-04 10:00:00,70代以上,男性,1
2020-01-04 11:00:00,30代,男性,1
2020-01-04 12:00:00,30代,女性,1
2020-01-04 12:00:00,40代,女性,1
2020-01-04 13:00:00,30代,女性,1
2020-01-04 13:00:00,40代,男性,1
2020-01-05 09:00:00,20代,男性,1
2020-01-05 09:00:00,30代,女性,1
2020-01-05 09:00:00,50代,男性,1
2020-01-05 10:00:00,20代,女性,1
2020-01-05 10:00:00,20代,男性,1
2020-01-05 10:00:00,40代,男性,1
2020-01-05 10:00:00,60代,男性,1
2020-01-05 11:00:00,20代,男性,1
2020-01-05 11:00:00,40代,男性,1
2020-01-05 11:00:00,60代,男性,1
2020-01-05 11:00:00,70代以上,女性,1
2020-01-05 12:00:00,70代以上,女性,1
2020-01-06 09:00:00,10代,男性,1
2020-01-06 09:00:00,60代,男性,1
2020-01-06 10:00:00,20代,男性,1
2020-01-06 10:00:00,40代,女性,1
2020-01-06 10:00:00,60代,女性,1
2020-01-06 12:00:00,60代,男性,1
2020-01-06 13:00:00,60代,男性,1
2020-01-06 13:00:00,70代以上,女性,1
2020-01-06 14:00:00,50代,女性,3
2020-01-07 09:00:00,40代,男性,1
2020-01-07 09:00:00,50代,女性,1
2020-01-07 10:00:00,40代,女性,1
2020-01-07 11:00:00,50代,男性,1
2020-01-07 11:00:00,60代,女性,1
2020-01-07 12:00:00,70代以上,女性,1
2020-01-07 13:00:00,40代,女性,1
2020-01-07 13:00:00,50代,女性,1
2020-01-07 14:00:00,20代,男性,1
2020-01-07 14:00:00,60代,女性,1
2020-01-07 14:00:00,70代以上,女性,1
2020-01-08 09:00:00,60代,男性,1
2020-01-08 10:00:00,40代,女性,1
2020-01-08 10:00:00,40代,男性,1
2020-01-08 10:00:00,50代,男性,1
2020-01-08 10:00:00,70代以上,男性,1
2020-01-08 11:00:00,60代,女性,1
2020-01-08 11:00:00,60代,男性,1
2020-01-08 11:00:00,70代以上,女性,1
2020-01-08 12:00:00,30代,女性,1
2020-01-08 12:00:00,70代以上,男性,1
2020-01-08 14:00:00,70代以上,男性,1
2020-01-09 10:00:00,50代,男性,1
2020-01-09 10:00:00,60代,男性,1
2020-01-09 10:00:00,70代以上,男性,1
2020-01-09 11:00:00,30代,女性,1
2020-01-09 11:00:00,60代,女性,1
2020-01-09 12:00:00,40代,女性,1
2020-01-09 12:00:00,60代,女性,1
2020-01-09 12:00:00,70代以上,女性,1
2020-01-09 14:00:00,70代以上,女性,1
2020-01-09 14:00:00,70代以上,男性,1
2020-01-09 15:00:00,30代,女性,1
2020-01-10 09:00:00,40代,女性,1
2020-01-10 13:00:00,20代,女性,1
2020-01-10 13:00:00,30代,男性,1
2020-01-10 13:00:00,60代,男性,1
2020-01-10 14:00:00,20代,女性,1
2020-01-10 14:00:00,30代,男性,1
2020-01-10 14:00:00,70代以上,女性,1
2020-01-10 16:00:00,40代,女性,1
2020-01-10 16:00:00,60代,女性,1
2020-01-11 09:00:00,20代,女性,1
2020-01-11 09:00:00,60代,女性,1
2020-01-11 10:00:00,30代,女性,1
2020-01-11 10:00:00,60代,女性,1
2020-01-11 10:00:00,60代,男性,1
2020-01-11 13:00:00,20代,女性,1
2020-01-11 13:00:00,40代,女性,1
2020-01-11 13:00:00,50代,女性,1
2020-01-12 09:00:00,50代,女性,1
2020-01-12 10:00:00,40代,女性,2
2020-01-12 10:00:00,40代,男性,1
2020-01-13 13:00:00,30代,女性,1
2020-01-13 14:00:00,20代,女性,1
2020-01-13 14:00:00,30代,女性,1
2020-01-13 14:00:00,50代,男性,1
2020-01-13 15:00:00,30代,女性,2
2020-01-13 15:00:00,40代,女性,2
2020-01-13 15:00:00,60代,男性,1
2020-01-14 11:00:00,50代,女性,1
2020-01-14 12:00:00,30代,女性,1
2020-01-14 12:00:00,50代,女性,1
2020-01-14 12:00:00,70代以上,男性,1
2020-01-14 13:00:00,30代,男性,1
2020-01-14 13:00:00,40代,女性,1
2020-01-14 13:00:00,50代,女性,2
2020-01-14 13:00:00,60代,男性,1
2020-01-15 09:00:00,50代,女性,1
2020-01-15 10:00:00,40代,女性,1
2020-01-15 10:00:00,50代,女性,1
2020-01-15 11:00:00,50代,女性,2
2020-01-15 11:00:00,70代以上,女性,1
2020-01-15 12:00:00,20代,男性,1
2020-01-15 12:00:00,40代,女性,1
2020-01-15 12:00:00,50代,女性,1
2020-01-17 09:00:00,20代,女性,1
2020-01-17 09:00:00,50代,女性,1
2020-01-17 10:00:00,20代,女性,1
2020-01-17 10:00:00,30代,男性,1
2020-01-17 10:00:00,70代以上,男性,1
2020-01-17 12:00:00,20代,男性,1
2020-01-17 12:00:00,30代,女性,1
2020-01-17 13:00:00,50代,男性,1
2020-01-17 14:00:00,40代,女性,1
2020-01-17 14:00:00,50代,女性,1
2020-01-18 09:00:00,50代,女性,1
2020-01-18 10:00:00,60代,女性,1
2020-01-18 11:00:00,40代,男性,2
2020-01-18 11:00:00,50代,女性,1
2020-01-18 12:00:00,30代,女性,1
2020-01-18 12:00:00,30代,男性,1
2020-01-18 12:00:00,40代,女性,2
2020-01-18 13:00:00,50代,女性,1
2020-01-19 09:00:00,30代,男性,1
2020-01-19 09:00:00,40代,男性,1
2020-01-19 09:00:00,50代,女性,1
2020-01-19 10:00:00,30代,女性,1
2020-01-19 10:00:00,40代,女性,1
2020-01-19 10:00:00,50代,男性,1
2020-01-19 12:00:00,20代,女性,1
2020-01-19 12:00:00,40代,女性,1
2020-01-19 12:00:00,60代,女性,1
2020-01-19 13:00:00,20代,女性,1
2020-01-19 13:00:00,30代,男性,1
2020-01-20 09:00:00,30代,男性,1
2020-01-20 10:00:00,60代,女性,1
2020-01-20 10:00:00,60代,男性,1
2020-01-20 10:00:00,70代以上,男性,1
2020-01-20 12:00:00,40代,女性,1
2020-01-20 12:00:00,50代,女性,1
2020-01-20 12:00:00,70代以上,男性,1
2020-01-20 16:00:00,50代,女性,1
2020-01-20 16:00:00,70代以上,女性,1
2020-01-21 09:00:00,50代,女性,1
2020-01-21 10:00:00,70代以上,女性,1
2020-01-21 11:00:00,20代,女性,1
2020-01-21 11:00:00,20代,男性,1
2020-01-21 11:00:00,60代,女性,1
2020-01-21 12:00:00,70代以上,女性,1
2020-01-21 13:00:00,30代,女性,1
2020-01-21 13:00:00,50代,女性,2
2020-01-21 14:00:00,60代,女性,1
2020-01-22 10:00:00,30代,男性,2
2020-01-22 10:00:00,50代,男性,1
2020-01-22 10:00:00,70代以上,女性,1
2020-01-22 10:00:00,70代以上,男性,1
2020-01-22 11:00:00,30代,女性,1
2020-01-22 15:00:00,60代,男性,1
2020-01-22 16:00:00,60代,男性,1
2020-01-23 09:00:00,20代,女性,1
2020-01-23 10:00:00,50代,男性,1
2020-01-23 11:00:00,20代,女性,1
2020-01-23 11:00:00,60代,男性,1
2020-01-23 11:00:00,70代以上,女性,1
2020-01-23 13:00:00,50代,男性,1
2020-01-23 14:00:00,70代以上,女性,1
2020-01-23 15:00:00,20代,女性,1
2020-01-23 15:00:00,40代,男性,1
2020-01-23 16:00:00,20代,男性,1
2020-01-24 09:00:00,20代,女性,1
2020-01-24 11:00:00,30代,女性,1
2020-01-24 11:00:00,30代,男性,1
2020-01-24 11:00:00,40代,男性,1
2020-01-24 11:00:00,50代,男性,1
2020-01-24 11:00:00,70代以上,男性,1
2020-01-24 12:00:00,30代,女性,1
2020-01-24 13:00:00,60代,女性,1
2020-01-24 14:00:00,50代,女性,1
2020-01-25 09:00:00,50代,女性,1
2020-01-25 09:00:00,60代,男性,1
2020-01-25 10:00:00,50代,女性,1
2020-01-25 10:00:00,60代,女性,1
2020-01-25 12:00:00,30代,男性,1
2020-01-25 12:00:00,40代,女性,1
2020-01-25 13:00:00,40代,女性,1
2020-01-25 14:00:00,30代,女性,1
2020-01-25 15:00:00,30代,女性,1
2020-01-25 16:00:00,30代,男性,1
2020-01-26 10:00:00,20代,女性,1
2020-01-26 10:00:00,40代,女性,1
2020-01-26 10:00:00,60代,男性,1
2020-01-26 11:00:00,20代,女性,1
2020-01-26 11:00:00,30代,男性,1
2020-01-26 13:00:00,70代以上,男性,1
2020-01-27 11:00:00,40代,女性,1
2020-01-27 11:00:00,40代,男性,2
2020-01-27 11:00:00,50代,女性,1
2020-01-27 12:00:00,20代,男性,1
2020-01-27 12:00:00,70代以上,男性,1
2020-01-27 15:00:00,50代,女性,1
2020-01-28 09:00:00,50代,女性,2
2020-01-28 12:00:00,20代,女性,1
2020-01-28 12:00:00,40代,女性,2
2020-01-28 12:00:00,50代,女性,1
2020-01-28 12:00:00,70代以上,女性,1
2020-01-28 13:00:00,50代,女性,1
2020-01-28 15:00:00,20代,女性,1
2020-01-28 15:00:00,40代,女性,1
2020-01-29 09:00:00,20代,女性,1
2020-01-29 09:00:00,60代,女性,1
2020-01-29 10:00:00,20代,女性,1
2020-01-29 10:00:00,50代,女性,1
2020-01-29 11:00:00,20代,女性,1
2020-01-29 11:00:00,70代以上,女性,1
2020-01-29 14:00:00,20代,女性,1
2020-01-29 15:00:00,20代,女性,1
2020-01-29 15:00:00,50代,女性,1
2020-01-29 16:00:00,20代,女性,1
2020-01-30 09:00:00,20代,女性,2
2020-01-30 09:00:00,40代,女性,1
2020-01-30 10:00:00,40代,女性,1
2020-01-30 10:00:00,50代,男性,1
2020-01-30 10:00:00,70代以上,女性,1
2020-01-30 12:00:00,40代,女性,1
2020-01-30 12:00:00,60代,女性,1
2020-01-30 12:00:00,60代,男性,1
2020-01-30 13:00:00,70代以上,女性,1
2020-01-31 10:00:00,20代,男性,1
2020-01-31 10:00:00,40代,女性,1
2020-01-31 10:00:00,70代以上,男性,1
2020-01-31 11:00:00,40代,男性,1
2020-01-31 11:00:00,70代以上,男性,1
2020-01-31 12:00:00,60代,男性,1
2020-01-31 13:00:00,70代以上,男性,1
2020-01-31 14:00:00,50代,女性,1
2020-01-31 14:00:00,50代,男性,1
2020-02-01 09:00:00,30代,男性,1
2020-02-01 09:00:00,60代,男性,1
2020-02-01 11:00:00,40代,女性,1
2020-02-01 16:00:00,30代,男性,1
2020-02-01 16:00:00,40代,男性,1
2020-02-01 16:00:00,50代,女性,1
2020-02-01 16:00:00,50代,男性,1
2020-02-01 16:00:00,60代,男性,1
2020-02-01 16:00:00,70代以上,女性,1
2020-02-02 09:00:00,70代以上,女性,1
2020-02-02 09:00:00,70代以上,男性,1
2020-02-02 10:00:00,40代,男性,1
2020-02-02 10:00:00,50代,男性,1
2020-02-02 11:00:00,20代,女性,1
2020-02-02 11:00:00,30代,女性,1
2020-02-02 11:00:00,50代,男性,1
2020-02-02 11:00:00,70代以上,女性,1
2020-02-02 13:00:00,30代,女性,1
2020-02-02 14:00:00,30代,女性,1
2020-02-02 14:00:00,50代,女性,1
2020-02-03 10:00:00,50代,男性,1
2020-02-03 10:00:00,60代,女性,1
2020-02-03 11:00:00,50代,女性,1
2020-02-03 12:00:00,30代,男性,1
2020-02-03 12:00:00,40代,女性,1
2020-02-03 12:00:00,60代,女性,1
2020-02-03 13:00:00,20代,男性,1
2020-02-03 13:00:00,50代,男性,1
2020-02-03 13:00:00,70代以上,女性,1
2020-02-03 15:00:00,20代,男性,1
2020-02-04 09:00:00,20代,女性,1
2020-02-04 10:00:00,30代,女性,1
2020-02-04 10:00:00,60代,男性,2
2020-02-04 10:00:00,70代以上,女性,1
2020-02-04 11:00:00,70代以上,女性,1
2020-02-04 13:00:00,20代,女性,2
2020-02-04 13:00:00,20代,男性,1
2020-02-04 15:00:00,40代,男性,1
2020-02-04 16:00:00,70代以上,男性,1
2020-02-05 09:00:00,30代,男性,1
2020-02-05 09:00:00,60代,女性,1
2020-02-05 10:00:00,70代以上,男性,1
2020-02-05 11:00:00,60代,男性,1
2020-02-05 12:00:00,60代,女性,1
2020-02-05 13:00:00,20代,女性,1
2020-02-05 13:00:00,70代以上,女性,1
2020-02-05 15:00:00,20代,女性,1
2020-02-05 16:00:00,40代,男性,1
2020-02-06 09:00:00,50代,女性,2
2020-02-06 10:00:00,30代,男性,1
2020-02-06 10:00:00,70代以上,男性,1
2020-02-06 11:00:00,20代,男性,1
2020-02-06 12:00:00,60代,男性,1
2020-02-06 13:00:00,20代,女性,1
2020-02-06 13:00:00,50代,女性,1
2020-02-06 14:00:00,40代,女性,1
2020-02-06 14:00:00,50代,男性,1
2020-02-07 10:00:00,20代,男性,1
2020-02-07 10:00:00,30代,女性,1
2020-02-07 10:00:00,40代,女性,1
2020-02-07 10:00:00,60代,女性,1
2020-02-07 10:00:00,70代以上,女性,1
2020-02-07 14:00:00,60代,男性,1
2020-02-07 15:00:00,30代,男性,1
2020-02-08 09:00:00,40代,男性,1
2020-02-08 09:00:00,50代,女性,1
2020-02-08 09:00:00,60代,女性,1
2020-02-08 10:00:00,60代,女性,1
2020-02-08 10:00:00,70代以上,女性,1
2020-02-08 12:00:00,30代,男性,2
2020-02-08 13:00:00,20代,男性,1
2020-02-08 13:00:00,60代,女性,1
2020-02-08 13:00:00,60代,男性,1
2020-02-09 09:00:00,30代,女性,1
2020-02-09 09:00:00,70代以上,男性,1
2020-02-09 10:00:00,20代,男性,1
2020-02-09 10:00:00,50代,男性,1
2020-02-09 11:00:00,10代,女性,2
2020-02-09 11:00:00,50代,女性,1
2020-02-09 12:00:00,60代,女性,1
2020-02-09 13:00:00,50代,女性,1
2020-02-10 09:00:00,20代,女性,1
2020-02-10 09:00:00,40代,男性,1
2020-02-10 09:00:00,50代,女性,1
2020-02-10 10:00:00,70代以上,女性,1
2020-02-10 10:00:00,70代以上,男性,1
2020-02-10 11:00:00,20代,男性,1
2020-02-10 12:00:00,20代,女性,1
2020-02-10 12:00:00,30代,男性,1
2020-02-10 12:00:00,50代,男性,1
2020-02-10 13:00:00,60代,女性,1
2020-02-10 13:00:00,60代,男性,1
2020-02-11 09:00:00,20代,女性,1
2020-02-11 09:00:00,40代,女性,2
2020-02-11 09:00:00,70代以上,女性,1
2020-02-11 12:00:00,50代,男性,1
2020-02-11 13:00:00,20代,男性,1
2020-02-11 13:00:00,40代,女性,1
2020-02-11 13:00:00,50代,女性,1
2020-02-11 13:00:00,50代,男性,1
2020-02-11 14:00:00,30代,女性,1
2020-02-12 09:00:00,20代,女性,1
2020-02-12 09:00:00,40代,男性,1
2020-02-12 09:00:00,50代,女性,1
2020-02-12 12:00:00,20代,女性,1
2020-02-12 14:00:00,40代,男性,1
2020-02-12 14:00:00,50代,女性,1
2020-02-12 14:00:00,50代,男性,1
2020-02-12 15:00:00,30代,男性,1
2020-02-12 15:00:00,50代,男性,1
2020-02-12 15:00:00,70代以上,女性,1
2020-02-13 09:00:00,20代,女性,2
2020-02-13 11:00:00,70代以上,女性,1
2020-02-13 13:00:00,30代,女性,1
2020-02-13 13:00:00,50代,女性,1
2020-02-13 14:00:00,70代以上,男性,1
2020-02-13 15:00:00,30代,女性,1
2020-02-13 15:00:00,40代,女性,1
2020-02-13 15:00:00,50代,女性,1
2020-02-14 09:00:00,20代,女性,1
2020-02-14 09:00:00,30代,男性,1
2020-02-14 10:00:00,20代,女性,1
2020-02-14 11:00:00,50代,男性,1
2020-02-14 11:00:00,60代,男性,1
2020-02-14 12:00:00,20代,男性,1
2020-02-14 12:00:00,60代,男性,1
2020-02-15 09:00:00,60代,女性,1
2020-02-15 10:00:00,70代以上,女性,1
2020-02-15 11:00:00,20代,女性,1
2020-02-15 11:00:00,40代,女性,1
2020-02-15 11:00:00,50代,男性,2
2020-02-15 12:00:00,20代,女性,1
2020-02-15 12:00:00,50代,女性,1
2020-02-15 12:00:00,60代,男性,1
2020-02-15 13:00:00,50代,女性,1
2020-02-15 13:00:00,60代,男性,1
2020-02-16 10:00:00,30代,女性,2
2020-02-16 10:00:00,50代,女性,1
2020-02-16 11:00:00,40代,女性,1
2020-02-16 13:00:00,20代,女性,2
2020-02-16 13:00:00,20代,男性,1
2020-02-16 13:00:00,50代,男性,1
2020-02-16 14:00:00,20代,男性,1
2020-02-17 11:00:00,20代,女性,1
2020-02-17 11:00:00,30代,女性,1
2020-02-17 11:00:00,50代,女性,1
2020-02-17 12:00:00,20代,女性,1
2020-02-17 12:00:00,20代,男性,1
2020-02-17 12:00:00,30代,女性,1
2020-02-17 13:00:00,20代,女性,1
2020-02-17 13:00:00,50代,女性,1
2020-02-17 13:00:00,70代以上,女性,1
2020-02-17 14:00:00,10代,男性,1
2020-02-18 09:00:00,20代,男性,1
2020-02-18 09:00:00,30代,女性,1
2020-02-18 09:00:00,40代,男性,1
2020-02-18 09:00:00,60代,女性,1
2020-02-18 09:00:00,70代以上,女性,1
2020-02-18 09:00:00,70代以上,男性,1
2020-02-18 11:00:00,70代以上,男性,1
2020-02-18 12:00:00,20代,女性,1
2020-02-18 12:00:00,50代,女性,1
2020-02-18 12:00:00,60代,女性,1
2020-02-19 09:00:00,70代以上,女性,1
2020-02-19 10:00:00,40代,男性,3
2020-02-19 10:00:00,50代,女性,1
2020-02-19 10:00:00,60代,女性,1
2020-02-19 12:00:00,20代,女性,1
2020-02-19 13:00:00,20代,男性,1
2020-02-19 14:00:00,40代,女性,1
